description,class,type,legitibility,faction
"The card named Soulless Concise is a 5 cost minion with 4 health and 4 attack, and includes the effects deal damage, battlecry. The card text says: Battlecry: Deal 4 damage to this minion. If it survives, deal 10 more Damage.",Priest,Minion,,
"The card named Feverhoar is a 3 cost dragon minion with 4 health and 3 attack, and includes the effects lifesteal. The card text says: Lifesteal Plus 2 Deathrattle: Summon two 4 dash 5 Sniper Mana Crystals.",Priest,Minion,,
"The card named Resurrector is a 7 cost minion with 7 health and 7 attack, and includes the effects trigger visual. The card text says: After you cast a spell, gain 10 Armor at the end of your turn.",Priest,Minion,,
"The card named Wife’s Slayer is a 5 cost minion with 3 health and 3 attack, and includes the effects deal damage, battlecry. The card text says: Battlecry: Deal 1 damage to all enemy minions.",Priest,Minion,,
"The card named Wild Wolf Priest is a 6 cost minion with 9 health and 4 attack, and includes the effects deathrattle, taunt. The card text says: Taunt Deathrattle: Summon a random Priest and Count.",Priest,Minion,,
"The card named Mandrake of the Wrath is a 2 cost minion with 2 health and 2 attack, and includes the effects trigger visual. The card text says: Whenever a friendly minion dies while a Priest is in your hand, summon another.",Priest,Minion,,
"The card named King Slayer is a 5 cost minion with 6 health and 3 attack, and includes the effects spellpower, battlecry. The card text says: Spellburst: Add three Random Triggers to your hand.",Priest,Minion,,
"The card named Grasher of the Fel is a 3 cost minion with 5 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: Give a minion plus 2 dash plus 4, and your hero plus 2 Attack; or Divine",Priest,Minion,,
"The card named Spirit of the Shroud is a 1 cost undead minion with 2 health and 1 attack, and includes the effects battlecry. The card text says: Battlecry: Give a random friendly minion plus 2 dash plus 2.",Priest,Minion,,
"The card named Agoda Dreadmonster is a 4 cost minion with 5 health and 4 attack, and includes the effects battlecry. The card text says: Battlecry: Summon a 2 dash 2 Agoda with Taunt.",Priest,Minion,,
"The card named Clockwork is a 3 cost minion with 3 health and 3 attack, and includes the effects taunt. The card text says: Taunt Costs (1) less for each minion in your hand but doesn’t cost (2) more.",Priest,Minion,,
"The card named Muddler's Cryptologist is a 5 cost minion with 4 health and 4 attack, and includes the effects battlecry. The card text says: Battlecry: Give a friendly minion plus 2 Attack.",Priest,Minion,,
"The card named Clifton of the Wild is a 3 cost dragon minion with 3 health and 3 attack, and includes the effects deal damage, battlecry, discover. The card text says: Battlecry: If you have 4 Mana Crystals, Deal 5 damage to a random enemy",Priest,Minion,,
"The card named Fel Guardian is a 2 cost minion with 3 health and 2 attack, and includes the effects aura. The card text says: Your Hero Power must change every turn until you give 'Deathrattle: Summon a minion.'",Priest,Minion,,
"The card named Shaman Spirit is a 2 cost minion with 2 health and 2 attack, and includes the effects trigger visual. The card text says: Whenever this attacks, gain plus 2 Health.",Priest,Minion,,
"The card named Dragonslayer is a 4 cost minion with 4 health and 4 attack, and includes the effects battlecry. The card text says: Battlecry: Gain plus 2 dash plus 1.",Priest,Minion,,
"The card named Inscription is a 6 cost beast minion with 8 health and 4 attack, and includes the effects trigger visual. The card text says: After you draw a card, give a friendly minion plus 4 dash plus 4.",Priest,Minion,,
"The card named Thefthead is a 9 cost minion with 9 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: Draw a spell that gains Divine Shield. If it’s a Dragon, gain plus 1 dash plus 1.",Priest,Minion,,
"The card named Bloodthorn Coven is a 4 cost minion with 4 health and 4 attack, and includes the effects aura, battlecry. The card text says: Battlecry: Create a Deathrattle minion. If this is not your only choice, create a copy",Priest,Minion,,
"The card named Dragonthrower Is an Elemental in its moment. The card text says: Whenever this minion is in your hand, cast two random spells.",Priest,Minion,,
"The card named Bloodstone Drillist is a 7 cost minion with 8 health and 7 attack, and includes the effects trigger visual. The card text says: Whenever an enemy minion takes damage, restore its Health to 100%.",Priest,Minion,,
"The card named Oasis of the Winds is a 25 cost minion with 8 health and 4 attack, and includes the effects trigger visual, stealth. The card text says: Stealth and Rush, Summon a 5 dash 5 Oasis Priest.",Priest,Minion,,
"The card named Slaughter Queen is a 2 cost minion with 2 health and 0 attack, and includes the effects taunt, battlecry. The card text says: Taunt Battlecry: If you're holding a Secret, summon a copy of it that",Priest,Minion,,
"The card named R-Bound is a 1 cost minion with 2 health and 1 attack, and includes the effects taunt, battlecry. The card text says: Taunt Battlecry: Gain plus 1 dash plus 1 for each damaged minion in your deck.",Priest,Minion,,
"The card named Priestess of the Storm is a 3 cost minion with 3 health and 3 attack, and includes the effects deathrattle. The card text says: Deathrattle: Resurrect a minion from your opponent's deck.",Priest,Minion,,
"The card named Frozen Cannon is a 6 cost minion with 6 health and 6 attack, and includes the effects battlecry. The card text says: Battlecry: Summon a random minion with Taunt. (Play 'Frozen' again and restore its",Priest,Minion,,
"The card named Gnead is a 7 cost minion with 5 health and 4 attack, and includes the effects battlecry, discover. The card text says: Battlecry: Discover a Demon. It costs (1) less.",Priest,Minion,,
"The card named Crasher is a 1 cost minion with 2 health and 1 attack, and includes the effects battlecry. The card text says: Battlecry: Summon a random Priest.",Priest,Minion,,
"The card named Divine Shield is a 5 cost hero minion with 4 health and 6 attack, and includes the effects taunt, trigger visual. The card text says: Taunt. After a friendly minion dies, gain Mechs and Armor.",Priest,Minion,,
"The card named Wildflower Peddler is a 6 cost minion with 5 health and 5 attack, and includes the effects battlecry. The card text says: Battlecry: Choose a friendly minion. Put it in your hand.",Priest,Minion,,
"The card named Priest, Theodore is a 8 cost beast minion with 8 health and 8 attack, and includes the effects deathrattle, trigger visual. The card text says: Deathrattle: Give all minions in your hand plus 1 dash plus 2.",Priest,Minion,,
"The card named Dragonthroat is a 6 cost minion with 6 health and 5 attack, and includes the effects battlecry. The card text says: Battlecry: Summon a copy of a random enemy minion, then use it to summon another.",Priest,Minion,,
"The card named Templar of Desperately is a 3 cost minion with 5 health and 4 attack, and includes the effects battlecry, discover. The card text says: Battlecry: Discover a Deathrattle minion from your opponent's class; or another",Priest,Minion,,
"The card named Ayan-Morra is a 0 cost minion with 3 health and just 1 attack, and includes the effects battlecry. The card text says: Battlecry: If your opponent played two cards while holding this, gain plus 1 dash plus 5 for",Priest,Minion,,
"The card named Priest, Dragon-Like is a 7 cost god minion with 7 health and 4 attack, and includes the effects ninja. The card text says: Fury and Deathrattle: Set the Cost of cardinals to (1).",Priest,Minion,,
"The card named Shadowless Lord is a 2 cost dragon minion with 1 health and 2 attack, and includes the effects deal damage, deathrattle. The card text says: Deathrattle: Deal 1 damage to a random enemy minion.",Priest,Minion,,
"The card named Shadowmancer Savage is a 7 cost mech minion with 7 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: Gain plus 1 Attack. Shuffle 5 copies of this into your deck.",Priest,Minion,,
"The card named Blooddazzled Devout is a 7 cost demon minion with 8 health and 3 attack, and includes the effects trigger visual. The card text says: After a friendly minion is healed, summon a 4 dash 4 Blooddazzled Demon.",Priest,Minion,,
"The card named The Reborn is a 5 cost minion with 5 health and 4 attack, and includes the effects battlecry. The card text says: Battlecry: Discover a card in your opponent's hand.",Priest,Minion,,
"The card named Infamous Blessing is a 3 cost minion with 3 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: Put a random Priest in each player's hand. Discard all copies of this.",Priest,Minion,,
"The card named Manipulator is a 2 cost minion with 2 health and 1 attack, and includes the effects battlecry. The card text says: Battlecry: If you're holding a Dragon, give both minions plus 3 Attack.",Priest,Minion,,
"The card named Prismatic Sailor is a 4 cost minion with 3 health and 3 attack, and includes the effects trigger visual, stealth. The card text says: Stealth. After you draw a card, summon a random Priest, and have it attack it twice.",Priest,Minion,,
"The card named Arcane Count is a 8 cost undead minion with 8 health and 8 attack, and includes the effects deathrattle. The card text says: Deathrattle: Give other minions in your hand plus 1 dash plus 1",Priest,Minion,,
"The card named Shaman's Shield is a 8 cost naga minion with 5 health and 3 attack, and includes the effects battlecry, rage, discovery. The card text says: Battlecry: Resurrect a friendly Minion.",Priest,Minion,,
"The card named Bloodwind Smuggler is a 4 cost demon minion with 4 health and 4 attack, and includes the effects battlecry, restore health, discover. The card text says: Battlecry: Destroy another minion. Restore 3 Health to a random enemy mini",Priest,Minion,,
"The card named Bloodstone is a 8 cost undead minion with 8 health and 7 attack, and includes the effects battlecry, discover. The card text says: Battlecry: Discover a spell. Spend 2 Corpses to destroy it this turn.",Priest,Minion,,
"The card named Shadow Shadow is a 4 cost hero with 2 armor, and includes the effects battlecry. The card text says: Battlecry: Give your minions Rush.",Priest,Hero,3,0
"The card named Lonely Heart is a 2 cost hero with 2 armor, and includes the effects battlecry. The card text says: Battlecry: Resurrect all minions in your hand.",Priest,Hero,2,1
