description,faction_code,type,legitibility,faction,henry,sam,eli,viktor,Abraham,"Scoring format
legibility/faction/comedy"
The card named Conception Change is a 4 advancement agenda worth 2 points with the subtypes executive. It has an influence requirement of 2. It has a trash cost of 3. The card text says The Runner gains 1 point when it collects all cards. If they're,jinteki,agenda,,,,,,,,
"The card named Isei: An Agenda is a 2.5 advancement agenda worth 4 points with the subtypes initiative. It has an influence requirement of 1. The card text says When you install Isei, place 1 agenda counter on a piece of ice. click: Break any remaining card subroutines. When you do this, regain 1",jinteki,agenda,,,,,,,,
"The card named Reconciliation of Business is a 2 advancement agenda worth 2 points with the subtypes security. It has an influence requirement of 1. The card text says When your turn begins, draw 1 card from headquarters and then draw 1 card from headquarters. If you do not, trash all the cards from headquarters.",jinteki,agenda,,,,,,,,
The card named Ehokusa: Utotomi is a 3 cost asset with the subtypes . It has an influence requirement of 1. It has a trash cost of 2. The card text says Use this ability only every 3 credits as an agenda or mission counter.,jinteki,asset,1,0,,,,,,
"The card named The Architects of Japan: The Awai is a 8 cost asset with the subtypes role. It has an influence requirement of 2. It has a trash cost of 4. The card text says When your turn begins, place 8 credits on this asset.",jinteki,asset,2,0,,,,,,
The card named Tassari is a 3 cost asset with the subtypes . It has an influence requirement of 3. It has a trash cost of 3. The card text says Click: Break 1 connection with a server. When the Runner accesses this asset you must trash 1 tag. The Runner gets plus 1 strength,jinteki,asset,1,0,,,,,,
"The card named The White Temple is a 1 cost asset with the subtypes sysop. It has an influence requirement of 2. It has a trash cost of 3. The card text says Whenever the Runner trashes this asset, each turn, take 1 tag.",jinteki,asset,2,0,,,,,,
"The card named Pakaii is a 0 cost asset with the subtypes ambush. It has an influence requirement of 3. It has a trash cost of 5. The card text says When this asset is trashed after an agenda, they trash it.",jinteki,asset,1,0,,,,,,
"The card named Xenaki Xenaki is a 2 cost asset with the subtypes . It has an influence requirement of 5. It has a trash cost of 5. The card text says Whenever the Corp trashes Xenaki, the Corp can trash 2 cards. If that",jinteki,asset,,,,,,,,
"The card named Slaughter Zone is a 1 cost asset with the subtypes runaway. It has an influence requirement of 3. It has a trash cost of 5. The card text says When you score this asset, load 2 credits on it. Turn on Expense Unit. The Runner trashes 1 card.",jinteki,asset,,,,,,,,
"The card named Sooma Shinjuku is a 0 cost asset with the subtypes access. It has an influence requirement of 2. It has a trash cost of 2. The card text says When your turn begins, you may install the first card.",jinteki,asset,,,,,,,,
"The card named Gifaco is a 1 cost asset with the subtypes denoter, command. It has an influence requirement of 2. It has a trash cost of 1. The card text says click: Pay 1 credit when you score this asset. Use this ability only if the Runner made a successful run during that run.",jinteki,asset,,,,,,,,
"The card named Cage and Key is a 2 cost asset with the subtypes common. It has an influence requirement of 3. It has a trash cost of 4. The card text says When your turn begins, you may stack 1 card from Headquarters to headquarters at a time. If the Runner clicks, they may install and place 1 card.",jinteki,asset,,,,,,,,
"The card named Oeno is a 2 cost asset with the subtypes connection. It has an influence requirement of 2. It has a trash cost of 3. The card text says To rez Oeno, remove 1 tag. Subroutine Whenever an agenda is scored, score 1 bad publicity",jinteki,asset,0,0,,,,0/0/0,,
"The card named Jinteki is a 3 cost asset with the subtypes . It has an influence requirement of 2. It has a trash cost of 1. The card text says If the Runner is tagged, he may trash the Runner’s account if it does. If he did, remove all tags from the floor during that run.",jinteki,asset,0,0,,,,0/1/0,,
"The card named Astoria is a 1 cost asset with the subtypes virtual. It has an influence requirement of 2. It has a trash cost of 3. The card text says You have 1 installed asset per board, and this asset if you rez it next. When your turn begins, you may trash 1 installed asset per board on your turn. Trash 1 installed asset per",jinteki,asset,,,,,,,,
"The card named Awakening is a 3 cost asset with the subtypes asset, ritzy. It has an influence requirement of 3. It has a trash cost of 3. It has a trash cost of 4. The card text says When you install this asset, place 3 credits on it. Subroutine",jinteki,asset,,,,,,,,
"The card named Rogue Lab is a 2 cost asset with the subtypes . It has an influence requirement of 1. It has a trash cost of 4. The card text says Run a campaign, pay 1 credit.",jinteki,asset,,,,,,,,
"The card named Kajada is a 0 cost asset with the subtypes . It has an influence requirement of 0. It has a trash cost of 2. The card text says As an additional cost to steal this asset, place 1 card in your score area or score",jinteki,asset,,,,,,,,
The card named Algorithms is a 3 cost asset with the subtypes . It has an influence requirement of 4. It has a trash cost of 2. The card text says Take 1 credit for each installed piece of ice.,jinteki,asset,,,,,,,,
"The card named Gagaco is a 2 cost asset with the subtypes currency. It has an influence requirement of 4. It has a trash cost of 3. The card text says When your turn begins, gain 2 credits. The Runner loses 1 credit for each tag they enter.",jinteki,asset,,,,,,,,
"The card named Rokobu is a 4 cost asset with the subtypes connection. It has an influence requirement of 3. It has a trash cost of 3. The card text says Place 2 credits on this asset when it is deleted from the stack. If that credit is removed, the Runner trashes the Runner's account and trashes this asset.",jinteki,asset,,,,,,,,
The card named Rakuten: Xedo is a 4 cost asset with the subtypes connection. It has an influence requirement of 4. It has a trash cost of 4. The card text says Subroutine Run Xedo in each location. Subroutine Run Xedo,jinteki,asset,,,,,,,,
"The card named The Fault in Life is a 4 cost asset with the subtypes . It has an influence requirement of 2. It has a trash cost of 5. The card text says When you install The Fault in Life, trash 1 of your installed cards. If it has more than 1 installed piece of hardware, trash the Rest of the",jinteki,asset,,,,,,,,
"The card named Tikobo is a 8 cost asset with the subtypes damage. It has an influence requirement of 3. It has a trash cost of 2. The card text says Tikobo has 1 installed resource. When the Runner sees Tikobo, gain 5 credits.",jinteki,asset,,,,,,,,
"The card named Takami-Kazuma is a 1 cost asset with the subtypes . It has an influence requirement of 2. It has a trash cost of 3. The card text says If you purchase an agenda from a store or server, place 1 power counter on Takami-Kazuma on Takami-Kazuma during this mission.",jinteki,asset,,,,,,,,
"The card named Koa Shiro is a 2 cost asset with the subtypes . It has an influence requirement of 3. The card text says Whenever I open a card addressing a given server, it has a trash cost of 2. Your cost per turn is increased by 3 credits if the Runner makes a successful run or",jinteki,asset,,,,,,,,
"The card named Reaper is a 2 cost asset with the subtypes attribute. It has an influence requirement of 3. It has a trash cost of 0. The card text says Run Research. If successful, gain 1 credit.",jinteki,asset,,,,,,,,
"The card named Vulcan is a 2 cost upgrade with the subtypes run. It has an influence requirement of 1. It has a trash cost of 3. The card text says Run the Runner. Once you score this upgrade, trash 1 card in the root of",jinteki,upgrade,0,0,,,,,,
"The card named H.U.Z.S.S. The card text says When the Runner encounters this upgrade, spend 1 credit. Choose a card from this",jinteki,upgrade,0,0,,,,,,
"The card named Shinago is a 2 cost upgrade with the subtypes . It has an influence requirement of 2. The card text says Click: Install any available card except from memory. If your turn begins, trash the top card from memory.",jinteki,upgrade,1,1,,,,,,
"The card named Neko Aisling is a 3 cost upgrade with the subtypes . It has an influence requirement of 1. It has a trash cost of 5. The card text says If the Runner has a trash charge, trash 1 card, use it for another purpose. If there is not at least 1 trash charge left on this upgrade,",jinteki,upgrade,1,0,,,,,,
"The card named Ishida Imo is a 1 cost upgrade with the subtypes server. It has an influence requirement of 4. It has a trash cost of 4. The card text says Tap the top of each tile, place 1 power counter on Ishida Imo to install",jinteki,upgrade,0,0,,,,,,
"The card named Rashi is a 4 cost upgrade with the subtypes . It has an influence requirement of 2. It has a trash cost of 3. The card text says click, click, click: Trash 1 of the next 5 cards in the grip, 1 random access to each system, one at a time.",jinteki,upgrade,,,,,,,,
"The card named Smuggled In is a 0 cost upgrade with the subtypes access. It has an influence requirement of 1. The card text says When you install this upgrade, instead of the previous time you install it, eject the top card of trash. click: Save 1 installed game from",jinteki,upgrade,,,,,,,,
